id,group,make_decision,market,score,date
13035,0,1,Los Angeles,0.55,3/10/21
13036,1,1,Los Angeles,0.5,3/13/21
13037,1,1,San Francisco,0.25,3/16/21
13038,0,0,Los Angeles,0.5,3/17/21
13039,0,0,Los Angeles,0.9,3/23/21
13040,1,0,San Francisco,0.75,3/1/21
13041,0,1,Los Angeles,0.6,3/5/21
13042,1,1,San Francisco,0.35,3/6/21
13043,1,1,Los Angeles,0.1,3/1/21
13044,0,1,San Francisco,0.9,3/9/21
13045,0,1,Los Angeles,0.75,3/17/21
13046,0,1,San Francisco,0.7,3/16/21
13047,0,0,San Francisco,0.9,3/12/21
13048,1,0,Los Angeles,0.5,3/24/21
13049,1,0,Los Angeles,0.9,3/27/21
13050,1,1,Los Angeles,0.85,3/16/21
13051,0,0,Los Angeles,0.4,3/13/21
13052,1,0,Los Angeles,0.6,3/19/21
13053,1,0,Sacramento,0.7,3/19/21
13054,1,0,San Francisco,0.7,3/5/21
13055,0,0,Sacramento,0.35,3/19/21
13056,1,0,Los Angeles,0.65,3/20/21
13057,0,1,Los Angeles,0.45,3/10/21
13058,1,1,Los Angeles,0.55,3/8/21
13059,1,1,Los Angeles,0.8,3/19/21
13060,0,1,Los Angeles,0.3,3/23/21
13061,0,0,Los Angeles,0.4,3/18/21
13062,1,0,San Francisco,0.6,3/28/21
13063,0,0,San Francisco,0.25,3/30/21
13064,1,1,Los Angeles,0.25,3/5/21
13065,1,1,Los Angeles,0.45,3/29/21
13066,1,1,Los Angeles,0.45,3/1/21
13067,1,1,Los Angeles,0.75,3/13/21
13068,0,1,Los Angeles,0.7,3/12/21
13069,0,1,Los Angeles,0.8,3/5/21
13070,0,1,Los Angeles,0.95,3/14/21
13071,1,1,Los Angeles,0.85,3/1/21
13072,1,0,San Francisco,0.25,3/27/21
13073,1,0,San Francisco,0.5,3/30/21
13074,1,0,Los Angeles,0.9,3/4/21
13075,1,0,San Francisco,0.75,3/15/21
13076,0,0,San Francisco,0.9,3/16/21
13077,1,1,Los Angeles,0.45,3/4/21
13078,0,1,Los Angeles,0.9,3/8/21
13079,1,1,Los Angeles,0.8,3/2/21
13080,0,1,Los Angeles,0.65,3/23/21
13081,1,0,San Francisco,0.3,3/20/21
13082,0,0,Los Angeles,0.3,3/26/21
13083,1,1,Los Angeles,0.5,3/14/21
13084,0,1,San Francisco,0.2,3/21/21
13085,0,1,Los Angeles,0.8,3/24/21
13086,1,0,San Francisco,0.7,3/3/21
13087,0,1,San Francisco,0.2,3/8/21
13088,0,1,Los Angeles,0.7,3/29/21
13089,1,0,Los Angeles,0.35,3/19/21
13090,1,1,Los Angeles,0.15,3/25/21
13091,0,0,San Francisco,0.3,3/15/21
13092,0,1,Los Angeles,0.8,3/27/21
13093,0,1,Los Angeles,0.5,3/10/21
13094,1,0,Los Angeles,0.45,3/16/21
13095,0,1,Los Angeles,0.3,3/30/21
13096,0,1,San Francisco,0.95,3/6/21
13097,1,0,San Francisco,0.45,3/9/21
13098,1,1,Los Angeles,0.95,3/29/21
13099,0,0,Sacramento,0.85,3/9/21
13100,0,0,Los Angeles,0.9,3/4/21
13101,1,1,Sacramento,0.6,3/12/21
13102,0,1,Los Angeles,0.65,3/5/21
13103,0,1,San Francisco,0.5,3/20/21
13104,0,0,Los Angeles,0.65,3/2/21
13105,1,1,Los Angeles,0.05,3/2/21
13106,0,0,Los Angeles,0.45,3/30/21
13107,0,0,Los Angeles,0.6,3/30/21
13108,0,1,Los Angeles,0.4,3/2/21
13109,1,1,Sacramento,0.85,3/3/21
13110,0,0,San Francisco,0.75,3/23/21
13111,0,0,Los Angeles,0.8,3/12/21
13112,1,1,Los Angeles,0.7,3/10/21
13113,0,0,San Francisco,0.6,3/3/21
13114,1,1,San Francisco,0.9,3/1/21
13115,1,0,Los Angeles,0.85,3/16/21
13116,0,1,Los Angeles,0.9,3/26/21
13117,0,0,Sacramento,0.85,3/26/21
13118,1,1,Los Angeles,0.25,3/15/21
13119,1,1,Los Angeles,0.9,3/25/21
13120,0,0,Los Angeles,0.35,3/12/21
13121,0,1,Los Angeles,0.95,3/20/21
13122,1,1,San Francisco,0.25,3/8/21
13123,0,1,Los Angeles,0.5,3/6/21
13124,0,1,Sacramento,0.1,3/18/21
13125,1,1,Los Angeles,0.8,3/26/21
13126,1,1,Los Angeles,0.9,3/24/21
13127,1,1,Los Angeles,0.15,3/27/21
13128,0,1,Los Angeles,0.55,3/27/21
13129,0,1,San Francisco,0.2,3/12/21
13130,0,0,Los Angeles,0.5,3/12/21
13131,0,0,San Francisco,0.05,3/17/21
13132,1,0,San Francisco,0.45,3/5/21
13133,0,1,San Francisco,0.5,3/27/21
13134,1,0,San Francisco,0.25,3/3/21
13135,1,0,San Francisco,0.75,3/29/21
13136,0,1,Los Angeles,0.75,3/6/21
13137,0,1,San Francisco,0.9,3/29/21
13138,1,1,Los Angeles,0.3,3/27/21
13139,0,0,San Francisco,0.75,3/30/21
13140,1,0,San Francisco,0.7,3/5/21
13141,1,1,San Francisco,0.25,3/27/21
13142,0,1,San Francisco,0.25,3/14/21
13143,0,0,Los Angeles,0.7,3/18/21
13144,0,1,Los Angeles,0.5,3/26/21
13145,1,1,Los Angeles,0.3,3/10/21
13146,1,1,Sacramento,0.05,3/4/21
13147,1,1,San Francisco,0.8,3/4/21
13148,1,1,Los Angeles,0.85,3/23/21
13149,0,0,Los Angeles,0.95,3/2/21
13150,1,1,San Francisco,0.95,3/3/21
13151,0,1,San Francisco,0.25,3/3/21
13152,1,1,Los Angeles,0.7,3/29/21
13153,0,0,San Francisco,0.9,3/16/21
13154,0,0,San Francisco,0.85,3/22/21
13155,1,0,Sacramento,0.7,3/27/21
13156,1,1,Los Angeles,0.95,3/9/21
13157,0,1,Los Angeles,0.05,3/3/21
13158,1,1,Los Angeles,0.15,3/28/21
13159,1,1,Los Angeles,0.65,3/19/21
13160,1,1,Los Angeles,0.1,3/26/21
13161,1,1,San Francisco,0.9,3/22/21
13162,0,1,Los Angeles,0.05,3/20/21
13163,0,0,San Francisco,0.25,3/1/21
13164,0,0,San Francisco,0.55,3/20/21
13165,0,1,Los Angeles,0.9,3/30/21
13166,1,1,Los Angeles,0.85,3/10/21
13167,0,0,San Francisco,0.15,3/9/21
13168,0,0,Los Angeles,0.55,3/6/21
13169,0,1,Los Angeles,0.9,3/3/21
13170,0,1,San Francisco,0.35,3/28/21
13171,1,1,Los Angeles,0.25,3/9/21
13172,1,1,Los Angeles,0.5,3/2/21
13173,1,1,San Francisco,0.45,3/30/21
13174,0,1,San Francisco,0.45,3/24/21
13175,0,0,San Francisco,0.75,3/4/21
13176,1,1,Los Angeles,0.9,3/13/21
13177,1,1,Los Angeles,0.95,3/6/21
13178,0,1,San Francisco,0.6,3/3/21
13179,0,0,Los Angeles,0.5,3/4/21
13180,1,1,Los Angeles,0.65,3/4/21
13181,0,0,Los Angeles,0.75,3/22/21
13182,0,1,Los Angeles,0.35,3/20/21
13183,1,0,San Francisco,0.55,3/29/21
13184,0,0,San Francisco,0.75,3/7/21
13185,1,0,San Francisco,0.4,3/25/21
13186,0,1,Los Angeles,0.1,3/9/21
13187,1,0,San Francisco,0.45,3/6/21
13188,1,1,San Francisco,0.8,3/18/21
13189,0,0,Los Angeles,0.9,3/20/21
13190,1,1,Los Angeles,0.85,3/14/21
13191,1,0,San Francisco,0.9,3/13/21
13192,0,1,Los Angeles,0.05,3/17/21
13193,0,0,Sacramento,0.35,3/26/21
13194,0,0,Los Angeles,0.9,3/26/21
13195,1,0,San Francisco,0.85,3/30/21
13196,1,1,Los Angeles,0.8,3/12/21
13197,0,1,San Francisco,0.7,3/23/21
13198,0,0,Los Angeles,0.6,3/24/21
13199,0,1,Los Angeles,0.55,3/9/21
13200,1,1,Sacramento,0.9,3/28/21
13201,1,0,Los Angeles,0.7,3/9/21
13202,1,1,Los Angeles,0.25,3/6/21
13203,0,0,Los Angeles,0.4,3/27/21
13204,0,0,Sacramento,0.35,3/24/21
13205,1,0,Los Angeles,0.3,3/19/21
13206,0,1,San Francisco,0.75,3/6/21
13207,1,1,San Francisco,0.8,3/19/21
13208,0,1,Los Angeles,0.2,3/12/21
13209,1,1,Sacramento,0.9,3/6/21
13210,1,0,Los Angeles,0.7,3/3/21
13211,1,0,San Francisco,0.45,3/20/21
13212,0,0,Los Angeles,0.55,3/3/21
13213,0,0,Los Angeles,0.4,3/24/21
13214,1,0,Los Angeles,0.6,3/26/21
13215,0,0,San Francisco,0.3,3/10/21
13216,1,1,Los Angeles,0.75,3/4/21
13217,1,1,Los Angeles,0.05,3/6/21
13218,1,1,Los Angeles,0.2,3/7/21
13219,0,1,Los Angeles,0.65,3/27/21
13220,0,0,San Francisco,0.25,3/21/21
13221,0,1,Los Angeles,0.4,3/13/21
13222,0,1,San Francisco,0.4,3/3/21
13223,1,0,San Francisco,0.55,3/8/21
13224,0,0,Sacramento,0.55,3/6/21
13225,1,0,Sacramento,0.55,3/18/21
13226,1,1,Los Angeles,0.9,3/22/21
13227,0,0,Sacramento,0.9,3/12/21
13228,0,1,Los Angeles,0.65,3/29/21
13229,1,0,Los Angeles,0.9,3/25/21
13230,0,1,Los Angeles,0.95,3/21/21
13231,0,1,Los Angeles,0.95,3/19/21
13232,1,0,Los Angeles,0.95,3/8/21
13233,1,1,San Francisco,0.8,3/19/21
13234,1,1,Los Angeles,0.7,3/17/21
13235,1,1,Los Angeles,0.9,3/28/21
13236,0,0,Los Angeles,0.35,3/25/21
13237,1,1,Los Angeles,0.8,3/15/21
13238,0,1,Los Angeles,0.75,3/18/21
13239,1,1,Los Angeles,0.4,3/24/21
13240,0,0,San Francisco,0.75,3/3/21
13241,1,1,San Francisco,0.1,3/27/21
13242,0,1,Sacramento,0.7,3/21/21
13243,0,1,Los Angeles,0.5,3/18/21
13244,0,0,San Francisco,0.85,3/3/21
13245,1,1,San Francisco,0.25,3/25/21
13246,1,0,Los Angeles,0.65,3/29/21
13247,1,0,Los Angeles,0.4,3/29/21
13248,1,1,Los Angeles,0.8,3/3/21
13249,0,0,Los Angeles,0.75,3/3/21
13250,1,1,Sacramento,0.55,3/13/21
13251,1,0,Los Angeles,0.85,3/21/21
13252,1,0,Los Angeles,0.9,3/17/21
13253,0,0,San Francisco,0.75,3/15/21
13254,0,0,Los Angeles,0.6,3/29/21
13255,1,1,Los Angeles,0.6,3/27/21
13256,1,0,Sacramento,0.4,3/17/21
13257,0,1,Los Angeles,0.95,3/14/21
13258,0,1,Los Angeles,0.8,3/14/21
13259,0,1,Los Angeles,0.95,3/24/21
13260,1,0,Los Angeles,0.2,3/17/21
13261,1,0,San Francisco,0.05,3/14/21
13262,0,1,Los Angeles,0.95,3/17/21
13263,0,1,Los Angeles,0.9,3/9/21
13264,0,1,San Francisco,0.75,3/13/21
13265,1,1,Los Angeles,0.15,3/16/21
13266,0,0,Los Angeles,0.55,3/29/21
13267,1,0,Los Angeles,0.35,3/21/21
13268,0,1,San Francisco,0.55,3/27/21
13269,0,0,Sacramento,0.8,3/3/21
13270,0,0,Los Angeles,0.1,3/2/21
13271,0,1,Los Angeles,0.85,3/28/21
13272,0,1,Los Angeles,0.35,3/13/21
13273,1,0,San Francisco,0.95,3/4/21
13274,0,1,Sacramento,0.65,3/9/21
13275,0,0,Los Angeles,0.25,3/16/21
13276,0,1,Sacramento,0.9,3/25/21
13277,0,1,Los Angeles,0.85,3/13/21
13278,0,1,Los Angeles,0.95,3/10/21
13279,1,1,San Francisco,0.8,3/18/21
13280,1,1,San Francisco,0.3,3/14/21
13281,1,1,Los Angeles,0.15,3/20/21
13282,1,1,Los Angeles,0.5,3/6/21
13283,1,1,San Francisco,0.8,3/12/21
13284,0,0,Los Angeles,0.15,3/29/21
13285,0,0,San Francisco,0.3,3/25/21
13286,1,0,San Francisco,0.2,3/3/21
13287,1,0,Sacramento,0.9,3/3/21
13288,1,1,Los Angeles,0.8,3/5/21
13289,1,1,Los Angeles,0.35,3/29/21
13290,1,0,San Francisco,0.95,3/3/21
13291,0,0,Sacramento,0.9,3/10/21
13292,1,0,Los Angeles,0.25,3/10/21
13293,0,1,Los Angeles,0.8,3/23/21
13294,1,1,Los Angeles,0.65,3/2/21
13295,0,1,Los Angeles,0.35,3/16/21
13296,0,1,San Francisco,0.75,3/21/21
13297,0,1,San Francisco,0.65,3/29/21
13298,1,1,Los Angeles,0.8,3/10/21
13299,0,1,San Francisco,0.65,3/29/21
13300,0,1,Los Angeles,0.1,3/2/21
13301,1,1,Los Angeles,0.1,3/3/21
13302,0,1,Los Angeles,0.95,3/26/21
13303,0,0,San Francisco,0.6,3/15/21
13304,1,0,Sacramento,0.7,3/23/21
13305,0,0,San Francisco,0.5,3/21/21
13306,1,1,Los Angeles,0.1,3/24/21
13307,0,0,Los Angeles,0.4,3/3/21
13308,0,1,Los Angeles,0.05,3/3/21
13309,0,1,Los Angeles,0.15,3/2/21
13310,1,0,Sacramento,0.9,3/2/21
13311,1,1,San Francisco,0.9,3/12/21
13312,1,0,Los Angeles,0.8,3/14/21
13313,1,1,San Francisco,0.65,3/7/21
13314,0,1,Los Angeles,0.4,3/1/21
13315,0,1,Los Angeles,0.3,3/25/21
13316,0,1,Los Angeles,0.8,3/26/21
13317,1,1,Los Angeles,0.9,3/12/21
13318,0,1,Los Angeles,0.75,3/29/21
13319,1,1,Los Angeles,0.95,3/12/21
13320,0,1,Los Angeles,0.85,3/25/21
13321,1,1,San Francisco,0.8,3/26/21
13322,1,1,Los Angeles,0.95,3/3/21
13323,0,1,Los Angeles,0.85,3/22/21
13324,1,0,Los Angeles,0.5,3/1/21
13325,0,0,Los Angeles,0.35,3/16/21
13326,1,1,Los Angeles,0.2,3/14/21
13327,0,1,Los Angeles,0.7,3/15/21
13328,1,0,Los Angeles,0.55,3/30/21
13329,0,1,Los Angeles,0.85,3/2/21
13330,0,0,San Francisco,0.65,3/10/21
13331,1,1,Los Angeles,0.65,3/13/21
13332,0,1,San Francisco,0.7,3/8/21
13333,1,1,Los Angeles,0.15,3/3/21
13334,1,1,Los Angeles,0.8,3/26/21
13335,1,0,San Francisco,0.65,3/21/21
13336,0,0,Sacramento,0.45,3/14/21
13337,0,1,Los Angeles,0.45,3/12/21
13338,0,0,Los Angeles,0.1,3/7/21
13339,0,1,Los Angeles,0.2,3/13/21
13340,1,1,Los Angeles,0.9,3/5/21
13341,0,1,Los Angeles,0.65,3/12/21
13342,1,1,San Francisco,0.85,3/1/21
13343,1,0,San Francisco,0.35,3/22/21
13344,0,0,San Francisco,0.2,3/3/21
13345,0,0,Los Angeles,0.7,3/28/21
13346,0,1,Los Angeles,0.15,3/9/21
13347,0,1,Los Angeles,0.8,3/3/21
13348,0,1,San Francisco,0.1,3/19/21
13349,1,0,Los Angeles,0.2,3/2/21
13350,1,0,Los Angeles,0.85,3/15/21
13351,1,1,San Francisco,0.85,3/2/21
13352,1,1,Los Angeles,0.5,3/25/21
13353,1,0,Sacramento,0.55,3/7/21
13354,0,0,Los Angeles,0.05,3/24/21
13355,0,0,Sacramento,0.4,3/17/21
13356,0,1,Los Angeles,0.05,3/1/21
13357,0,1,Los Angeles,0.95,3/25/21
13358,0,1,San Francisco,0.75,3/26/21
13359,1,1,Los Angeles,0.15,3/27/21
13360,0,0,Los Angeles,0.85,3/27/21
13361,1,0,San Francisco,0.7,3/1/21
13362,0,1,Los Angeles,0.9,3/26/21
13363,0,1,San Francisco,0.9,3/6/21
13364,1,1,San Francisco,0.65,3/6/21
13365,0,1,San Francisco,0.7,3/14/21
13366,1,1,San Francisco,0.95,3/13/21
13367,0,0,Sacramento,0.85,3/2/21
13368,0,1,San Francisco,0.8,3/6/21
13369,0,1,Los Angeles,0.95,3/18/21
13370,1,1,San Francisco,0.4,3/4/21
13371,1,0,San Francisco,0.55,3/15/21
13372,1,0,San Francisco,0.35,3/26/21
13373,1,0,Los Angeles,0.45,3/19/21
13374,1,1,Los Angeles,0.35,3/22/21
13375,1,1,Los Angeles,0.65,3/3/21
13376,1,1,Los Angeles,0.65,3/19/21
13377,1,1,Los Angeles,0.85,3/22/21
13378,0,1,Los Angeles,0.55,3/8/21
13379,0,0,Los Angeles,0.45,3/18/21
13380,0,1,Sacramento,0.45,3/13/21
13381,1,1,Los Angeles,0.3,3/1/21
13382,0,0,Los Angeles,0.5,3/26/21
13383,1,1,Los Angeles,0.9,3/19/21
13384,1,0,Los Angeles,0.2,3/13/21
13385,1,1,San Francisco,0.65,3/20/21
13386,1,0,Los Angeles,0.25,3/3/21
13387,1,1,San Francisco,0.55,3/12/21
13388,0,0,Sacramento,0.6,3/2/21
13389,1,1,Los Angeles,0.85,3/22/21
13390,0,0,San Francisco,0.65,3/25/21
13391,0,1,San Francisco,0.55,3/10/21
13392,0,0,Los Angeles,0.25,3/18/21
13393,0,1,Sacramento,0.95,3/24/21
13394,1,0,Sacramento,0.8,3/1/21
13395,1,0,Los Angeles,0.3,3/21/21
13396,0,1,Los Angeles,0.3,3/18/21
13397,0,1,Los Angeles,0.35,3/3/21
13398,1,1,Los Angeles,0.8,3/8/21
13399,1,0,Los Angeles,0.75,3/8/21
13400,0,1,Los Angeles,0.95,3/7/21
13401,1,1,Los Angeles,0.9,3/8/21
13402,1,0,San Francisco,0.65,3/3/21
13403,0,0,San Francisco,0.7,3/17/21
13404,0,0,San Francisco,0.95,3/20/21
13405,1,1,Sacramento,0.4,3/21/21
13406,1,1,Los Angeles,0.7,3/30/21
13407,1,0,Los Angeles,0.5,3/14/21
13408,1,1,Los Angeles,0.2,3/22/21
13409,0,0,Sacramento,0.3,3/6/21
13410,1,1,Los Angeles,0.45,3/25/21
13411,1,1,Los Angeles,0.9,3/25/21
13412,1,0,San Francisco,0.35,3/1/21
13413,0,0,Los Angeles,0.8,3/23/21
13414,0,0,Los Angeles,0.8,3/12/21
13415,1,0,Los Angeles,0.05,3/29/21
13416,0,1,Los Angeles,0.95,3/30/21
13417,1,1,Sacramento,0.95,3/28/21
13418,1,0,San Francisco,0.2,3/21/21
13419,0,0,San Francisco,0.8,3/3/21
13420,0,1,San Francisco,0.75,3/9/21
13421,1,0,Los Angeles,0.95,3/18/21
13422,0,0,Los Angeles,0.05,3/10/21
13423,0,0,San Francisco,0.05,3/19/21
13424,1,1,San Francisco,0.5,3/6/21
13425,1,1,San Francisco,0.95,3/5/21
13426,0,0,San Francisco,0.45,3/30/21
13427,1,0,Sacramento,0.85,3/7/21
13428,1,1,Los Angeles,0.35,3/16/21
13429,0,1,Los Angeles,0.75,3/16/21
13430,1,1,San Francisco,0.85,3/17/21
13431,0,0,San Francisco,0.8,3/22/21
13432,0,1,Los Angeles,0.9,3/12/21
13433,0,1,Los Angeles,0.6,3/6/21
13434,0,1,San Francisco,0.1,3/9/21
13435,1,1,Los Angeles,0.2,3/16/21
13436,1,1,Los Angeles,0.35,3/3/21
13437,0,1,Los Angeles,0.65,3/19/21
13438,0,1,Los Angeles,0.75,3/2/21
13439,0,0,Los Angeles,0.3,3/27/21
13440,0,1,San Francisco,0.55,3/29/21
13441,1,0,San Francisco,0.75,3/4/21
13442,1,1,Los Angeles,0.2,3/20/21
13443,1,1,Los Angeles,0.7,3/13/21
13444,1,1,San Francisco,0.95,3/22/21
13445,0,1,San Francisco,0.3,3/1/21
13446,0,0,San Francisco,0.85,3/1/21
13447,1,0,San Francisco,0.15,3/16/21
13448,1,0,San Francisco,0.95,3/27/21
13449,1,1,Los Angeles,0.75,3/16/21
13450,0,1,Los Angeles,0.95,3/8/21
13451,0,1,Los Angeles,0.65,3/9/21
13452,1,0,San Francisco,0.85,3/1/21
13453,0,1,Sacramento,0.45,3/30/21
13454,0,1,Los Angeles,0.2,3/10/21
13455,0,1,Los Angeles,0.15,3/3/21
13456,0,1,Los Angeles,0.9,3/9/21
13457,1,1,Los Angeles,0.7,3/3/21
13458,0,1,San Francisco,0.5,3/27/21
13459,1,1,Sacramento,0.8,3/25/21
13460,1,0,Los Angeles,0.25,3/27/21
13461,1,1,Sacramento,0.65,3/3/21
13462,1,1,San Francisco,0.65,3/4/21
13463,0,0,Los Angeles,0.45,3/27/21
13464,1,0,Sacramento,0.85,3/24/21
13465,0,1,Los Angeles,0.75,3/24/21
13466,1,0,Los Angeles,0.85,3/28/21
13467,1,0,San Francisco,0.6,3/2/21
13468,0,0,Sacramento,0.1,3/3/21
13469,1,0,San Francisco,0.8,3/8/21
13470,0,1,San Francisco,0.8,3/27/21
13471,1,0,Sacramento,0.7,3/27/21
13472,1,0,San Francisco,0.45,3/20/21
13473,0,1,Los Angeles,0.7,3/26/21
13474,1,1,Los Angeles,0.75,3/25/21
13475,1,0,San Francisco,0.2,3/3/21
13476,1,0,Sacramento,0.5,3/28/21
13477,0,0,Los Angeles,0.1,3/21/21
13478,1,0,Sacramento,0.1,3/21/21
13479,0,1,Los Angeles,0.55,3/27/21
13480,0,1,Los Angeles,0.2,3/25/21
13481,0,1,Sacramento,0.85,3/4/21
13482,0,1,Los Angeles,0.75,3/3/21
13483,1,0,Los Angeles,0.65,3/27/21
13484,0,0,San Francisco,0.65,3/21/21
13485,0,0,Los Angeles,0.95,3/3/21
13486,1,0,San Francisco,0.3,3/17/21
13487,1,0,Los Angeles,0.7,3/28/21
13488,0,1,Los Angeles,0.8,3/23/21
13489,0,1,Los Angeles,0.3,3/5/21
13490,0,0,Los Angeles,0.05,3/9/21
13491,1,1,Los Angeles,0.55,3/17/21
13492,0,0,San Francisco,0.95,3/12/21
13493,1,1,Los Angeles,0.9,3/27/21
13494,0,1,Los Angeles,0.75,3/17/21
13495,0,1,Los Angeles,0.7,3/22/21
13496,0,0,Sacramento,0.6,3/14/21
13497,0,1,San Francisco,0.3,3/23/21
13498,1,1,Los Angeles,0.7,3/8/21
13499,1,0,Los Angeles,0.45,3/28/21
13500,0,1,Los Angeles,0.7,3/22/21
13501,0,0,Los Angeles,0.9,3/16/21
13502,0,1,Los Angeles,0.3,3/16/21
13503,1,0,San Francisco,0.1,3/25/21
13504,1,1,San Francisco,0.75,3/13/21
13505,1,1,Los Angeles,0.4,3/7/21
13506,1,1,San Francisco,0.15,3/21/21
13507,1,1,Los Angeles,0.7,3/23/21
13508,1,1,San Francisco,0.85,3/24/21
13509,1,1,Los Angeles,0.35,3/19/21
13510,1,1,San Francisco,0.1,3/16/21
13511,1,1,San Francisco,0.7,3/1/21
13512,1,0,San Francisco,0.7,3/25/21
13513,1,0,Los Angeles,0.9,3/26/21
13514,1,0,Los Angeles,0.35,3/10/21
13515,0,0,San Francisco,0.5,3/17/21
13516,0,0,San Francisco,0.65,3/27/21
13517,0,0,Los Angeles,0.05,3/1/21
13518,0,0,Los Angeles,0.25,3/30/21
13519,1,1,San Francisco,0.65,3/30/21
13520,0,1,Sacramento,0.25,3/28/21
13521,1,0,Los Angeles,0.35,3/22/21
13522,0,0,San Francisco,0.3,3/15/21
13523,1,1,San Francisco,0.9,3/22/21
13524,0,0,Los Angeles,0.95,3/13/21
13525,0,0,Sacramento,0.25,3/23/21
13526,0,1,Los Angeles,0.6,3/14/21
13527,0,1,San Francisco,0.8,3/27/21
13528,1,0,Los Angeles,0.35,3/3/21
13529,1,1,Los Angeles,0.95,3/19/21
13530,0,0,San Francisco,0.3,3/28/21
13531,0,1,Los Angeles,0.65,3/18/21
13532,1,1,Los Angeles,0.8,3/20/21
13533,1,0,Los Angeles,0.65,3/30/21
13534,1,0,Los Angeles,0.2,3/20/21
13535,1,1,Los Angeles,0.85,3/8/21
13536,0,0,San Francisco,0.65,3/9/21
13537,0,1,Los Angeles,0.15,3/7/21
13538,1,0,San Francisco,0.3,3/3/21
13539,1,1,Los Angeles,0.85,3/13/21
13540,0,0,San Francisco,0.55,3/23/21
13541,1,1,Los Angeles,0.95,3/23/21
13542,1,1,Los Angeles,0.15,3/13/21
13543,1,1,Los Angeles,0.8,3/7/21
13544,0,0,Los Angeles,0.2,3/6/21
13545,1,0,San Francisco,0.75,3/12/21
13546,0,1,San Francisco,0.75,3/19/21
13547,0,1,Los Angeles,0.8,3/15/21
13548,0,1,Los Angeles,0.2,3/29/21
13549,0,1,Los Angeles,0.25,3/13/21
13550,1,0,Los Angeles,0.85,3/14/21
13551,1,0,San Francisco,0.25,3/29/21
13552,1,0,San Francisco,0.85,3/7/21
13553,0,1,Los Angeles,0.15,3/23/21
13554,1,0,Los Angeles,0.7,3/3/21
13555,0,1,Los Angeles,0.95,3/9/21
13556,1,0,San Francisco,0.25,3/12/21
13557,0,0,Los Angeles,0.65,3/17/21
13558,0,1,San Francisco,0.8,3/3/21
13559,0,0,Los Angeles,0.7,3/26/21
13560,1,1,San Francisco,0.65,3/9/21
13561,0,0,San Francisco,0.25,3/30/21
13562,0,1,Los Angeles,0.95,3/24/21
13563,1,0,Los Angeles,0.8,3/13/21
13564,1,1,Los Angeles,0.9,3/5/21
13565,0,1,Los Angeles,0.4,3/25/21
13566,0,1,San Francisco,0.25,3/9/21
13567,0,1,Sacramento,0.4,3/24/21
13568,0,1,Los Angeles,0.95,3/24/21
13569,1,1,Los Angeles,0.2,3/15/21
13570,0,1,Los Angeles,0.8,3/3/21
13571,1,0,Sacramento,0.65,3/21/21
13572,1,0,Sacramento,0.55,3/26/21
13573,1,0,Los Angeles,0.6,3/20/21
13574,1,0,San Francisco,0.5,3/12/21
13575,1,0,San Francisco,0.2,3/26/21
13576,1,1,Los Angeles,0.6,3/28/21
13577,1,0,San Francisco,0.95,3/10/21
13578,0,0,Los Angeles,0.7,3/16/21
13579,1,1,San Francisco,0.25,3/24/21
13580,1,0,San Francisco,0.8,3/15/21
13581,0,0,Los Angeles,0.95,3/27/21
13582,1,1,Los Angeles,0.7,3/22/21
13583,0,1,Sacramento,0.35,3/18/21
13584,0,0,San Francisco,0.15,3/6/21
13585,0,0,San Francisco,0.8,3/5/21
13586,1,1,Los Angeles,0.95,3/23/21
13587,0,0,San Francisco,0.3,3/12/21
13588,0,0,San Francisco,0.3,3/16/21
13589,0,0,San Francisco,0.4,3/22/21
13590,1,1,Los Angeles,0.85,3/18/21
13591,0,1,Sacramento,0.4,3/27/21
13592,0,0,Los Angeles,0.7,3/2/21
13593,1,1,Los Angeles,0.85,3/5/21
13594,0,0,San Francisco,0.95,3/30/21
13595,0,0,San Francisco,0.7,3/29/21
13596,0,1,San Francisco,0.45,3/13/21
13597,1,0,Los Angeles,0.8,3/18/21
13598,0,1,Los Angeles,0.95,3/15/21
13599,1,1,Los Angeles,0.75,3/6/21
13600,0,1,Los Angeles,0.2,3/27/21
13601,1,0,Los Angeles,0.3,3/6/21
13602,0,1,Los Angeles,0.85,3/10/21
13603,0,0,San Francisco,0.6,3/9/21
13604,0,0,Sacramento,0.55,3/8/21
13605,1,1,San Francisco,0.35,3/7/21
13606,0,1,Los Angeles,0.25,3/4/21
13607,1,0,San Francisco,0.4,3/13/21
13608,1,1,Los Angeles,0.4,3/16/21
13609,0,1,Los Angeles,0.95,3/6/21
13610,1,1,Los Angeles,0.9,3/26/21
13611,0,0,Los Angeles,0.15,3/15/21
13612,0,1,San Francisco,0.1,3/30/21
13613,1,1,Los Angeles,0.9,3/10/21
13614,0,1,Los Angeles,0.5,3/7/21
13615,0,0,San Francisco,0.25,3/28/21
13616,1,1,Los Angeles,0.5,3/22/21
13617,1,1,Los Angeles,0.55,3/5/21
13618,0,1,Los Angeles,0.95,3/16/21
13619,1,0,San Francisco,0.55,3/17/21
13620,1,1,Los Angeles,0.95,3/6/21
13621,0,1,Los Angeles,0.25,3/6/21
13622,0,0,Sacramento,0.4,3/2/21
13623,0,0,Los Angeles,0.05,3/2/21
13624,0,1,Los Angeles,0.45,3/25/21
13625,1,1,Los Angeles,0.7,3/19/21
13626,0,0,Los Angeles,0.75,3/15/21
13627,0,1,San Francisco,0.5,3/8/21
