"delivery_id","customer_id","jumpman_id","vehicle_type","pickup_place","place_category","item_name","item_quantity","item_category_name","how_long_it_took_to_order","pickup_lat","pickup_lon","dropoff_lat","dropoff_lon","when_the_delivery_started","when_the_Jumpman_arrived_at_pickup","when_the_Jumpman_left_pickup","when_the_Jumpman_arrived_at_dropoff"
1323206,338923,34063,"bicycle","Hill Country Fried Chicken","Southern","Fresh-cut Fries",2,"Sides",,40.7430754234856,-73.9891465919606,40.7514867,-74.0066396,"2014-10-09 12:54:41.450139","2014-10-09 13:05:13.44068","2014-10-09 13:19:32.623642","2014-10-09 13:34:10.560066"
1415663,93133,18860,"bicycle","Lombardi's Coal Oven Pizza","Pizza","Small 14"" (six slices)",1,"Original Pizza","00:04:28.204166",40.7215671253651,-73.9955914020538,40.7205947,-74.009523,"2014-10-21 18:40:16.849666","2014-10-21 18:50:28.831719","2014-10-21 18:58:18.791876","2014-10-21 19:10:14.034207"
1482039,301618,22502,"bicycle","Vanessa's Dumplings","Chinese","Chives & Pork Dumplings",4,"Pan Fried","00:06:32.304048",40.7329359020651,-73.9864435216702,40.730835,-73.9952208,"2014-10-29 20:22:32.647115","2014-10-29 20:23:37.458006","2014-10-29 20:36:18.58935","2014-10-29 20:46:23.702401"
1401840,52832,44356,"bicycle","Junoon","Indian","Lahsooni Gobi",1,"Appetizer","00:29:35.891021",40.7430110074227,-73.9910461790892,40.778028,-73.953851,"2014-10-19 19:00:58.533477","2014-10-19 19:17:49.649883","2014-10-19 19:57:38.823381","2014-10-19 20:29:09.281027"
1320003,209179,30774,"bicycle","RedFarm Broadway","Chinese","Katz’s Pastrami Egg Roll",1,"Starters & Salads","00:03:40.853362",40.7821167,-73.9807391,40.788165,-73.977452,"2014-10-08 19:39:09.727549","2014-10-08 19:53:26.642412","2014-10-08 20:16:15.908429","2014-10-08 20:23:07.324659"
1448384,222497,171534,"bicycle","Trader Joe's","Grocery Store","Green Seedless Grapes",1,"Fruits & Vegetables",,40.74174,-73.99365,40.7520282301294,-73.985468795379,"2014-10-25 16:25:18.238965",,,"2014-10-25 17:25:15.271968"
1278811,151789,138560,"bicycle","sweetgreen","Salad","Earth Bowl",1,"Signatures","00:09:22.02004",40.7450785894133,-73.9888215065002,40.7506213,-73.9862915,"2014-10-02 13:08:20.599744","2014-10-02 13:34:01.194548","2014-10-02 13:42:20.770302","2014-10-02 13:47:22.436896"
1392775,79785,127402,"scooter","Sushi of Gari Tribeca","Japanese","Edamame",1,"Appetizers","00:06:19.125147",40.7167257647827,-74.0082506455219,40.7329943,-73.9988622,"2014-10-18 20:58:09.768966","2014-10-18 21:17:53.000886","2014-10-18 21:24:42.797289","2014-10-18 21:32:42.603436"
1435109,304365,38707,"bicycle","McDonald's","Fast Food","Hotcakes and Sausage",2,"Breakfast",,40.7779396716555,-73.9547097350531,40.7856999,-73.9497935,"2014-10-24 07:17:11.30193",,,"2014-10-24 07:37:03.067622"
1325518,295594,153038,"bicycle","sweetgreen","Salad","Apples, Pears + Organic Cheddar",1,"Signatures","00:03:06.444921",40.7213231869706,-74.0097320079803,40.730096,-74.00255,"2014-10-09 19:50:24.854226","2014-10-09 20:06:05.262456","2014-10-09 20:13:24.639099","2014-10-09 20:31:42.995664"
1410079,126050,158266,"scooter","Melt Shop","American","Tomato Soup",1,"Sides & Snacks","00:09:44.855287",40.7446071410038,-73.9907419681549,40.7746186,-73.9610011,"2014-10-20 18:57:48.758404","2014-10-20 19:13:46.893699","2014-10-20 19:28:36.939573","2014-10-20 19:44:37.68437"
1475127,142356,124897,"bicycle","Blue Ribbon Sushi","Japanese","Wakame",1,"Salads","00:07:50.386058",40.7261096570601,-74.0024918632005,40.7347918,-73.9784504,"2014-10-28 18:59:43.015968","2014-10-28 19:01:08.812784","2014-10-28 19:30:24.208629","2014-10-28 19:47:21.866601"
1431974,198781,142394,"bicycle","Ralph's Famous Italian Ices","Ice Cream",,,,,40.7400347309033,-73.9841276407242,40.74863,-73.990279,"2014-10-23 19:42:24.044332","2014-10-23 20:04:07.705003","2014-10-23 20:16:57.900104","2014-10-23 20:27:30.847189"
1332930,371840,134189,"car","16 Handles - East Village","Ice Cream","Pistachio",1,"Fat Free",,40.7295797468647,-73.9869141226312,40.7151804,-74.0109917,"2014-10-10 19:23:31.060009","2014-10-10 19:42:30.638943","2014-10-10 19:51:21.852414","2014-10-10 20:10:56.890001"
1460658,127122,41959,"bicycle","RedFarm Broadway","Chinese","Jumbo Shrimp with Cashews, Spring Vegetables, XO Sauce",1,"Mains","00:04:59.103967",40.7821167,-73.9807391,40.769944,-73.95835,"2014-10-26 17:24:26.615531","2014-10-26 17:37:18.935218","2014-10-26 17:50:08.712028","2014-10-26 18:08:48.489336"
1339292,143511,137090,"bicycle","Chipotle Mexican Grill $1.99 Delivery","Mexican","Chips & Guacamole",1,"Chips, Salsa, Guacamole & More",,40.722542870003,-73.9977693557739,40.7243902,-73.9990549,"2014-10-11 16:13:27.629623","2014-10-11 16:28:05.105234","2014-10-11 16:44:55.21742","2014-10-11 16:49:33.858463"
1369210,117810,156557,"car","Momoya","Sushi","Spicy Shrimp Tempura",1,"Hot Appetizer","00:05:14.150023",40.7840772563764,-73.9776224098444,40.7843123,-73.951934,"2014-10-15 20:05:37.846025","2014-10-15 20:14:53.664733","2014-10-15 20:26:14.451259","2014-10-15 20:37:21.133788"
1474057,103268,44356,"bicycle","Whole Foods Market","Grocery Store",,,,,40.76789,-73.9824,40.7534083,-73.987422,"2014-10-28 15:22:07.424104","2014-10-28 15:21:16.813835","2014-10-28 15:47:06.947259","2014-10-28 15:58:06.360087"
1313811,127103,127848,"car","Whole Foods Market","Grocery Store","Organic Fire Roasted Red Pepper Sausage",1,"Sausage, Hot Dogs & Bacon",,40.7348522861397,-73.9910852909088,40.7367598,-73.9820477,"2014-10-07 15:42:18.05516","2014-10-07 15:49:45.969217","2014-10-07 16:23:04.484851","2014-10-07 16:32:00.171411"
1295637,307155,139613,"car","Bar Pitti","Italian",,,,,40.7293076394315,-74.002468585968,40.7167271,-73.9897207,"2014-10-04 20:03:08.364948","2014-10-04 20:11:36.89723","2014-10-04 20:39:56.720377","2014-10-04 20:55:07.332127"
1440472,302132,142394,"bicycle","Dos Caminos Soho","Mexican","Dos Enchiladas",1,"Dinner Especialidades Del La Casa / House Specialties","00:13:48.725664",40.726860165596,-73.9998016666667,40.7179434,-74.0046282,"2014-10-24 20:03:28.935836",,,"2014-10-24 20:50:46.449364"
1386050,373216,157471,"car","KyoChon","Korean",,,,"00:05:07.345618",40.7471899057325,-73.9852219820023,40.7521067,-73.9742463,"2014-10-17 23:54:54.702715",,,"2014-10-18 01:00:29.468771"
1447675,62642,91807,"walker","Rice to Riches","Dessert","Cinnamon Sling",1,"Year Round Flavors",,40.7217355715993,-73.9959356642583,40.7342369,-73.9832243,"2014-10-25 15:29:38.009805","2014-10-25 15:43:51.994022","2014-10-25 15:56:42.749129","2014-10-25 16:08:56.170229"
1281924,209558,122837,"bicycle","The Palm Too","Steak","Filet Mignon 14 oz",1,"Steaks & Chops","00:07:56.86539",40.7515746771813,-73.970913043455,40.7656267,-73.9717588,"2014-10-02 20:22:42.68935","2014-10-02 20:37:17.992544","2014-10-02 20:53:38.931787","2014-10-02 21:06:29.806318"
1392463,42832,37696,"bicycle","5 Napkin Burger","Burger","Hand Cut Fries",3,"Sides","00:04:57.346229",40.7332304028387,-73.9875930547714,40.733381,-73.993585,"2014-10-18 20:37:52.192948","2014-10-18 20:54:10.017049","2014-10-18 21:14:01.097209","2014-10-18 21:20:15.4607"
1489327,200074,104989,"bicycle","Osteria Morini","Italian","Gramigna",1,"Pasta","00:07:14.380314",40.7219525594088,-73.9977370005985,40.7255003,-74.0090733,"2014-10-30 19:52:18.228064","2014-10-30 19:54:26.180122","2014-10-30 20:17:45.974205","2014-10-30 20:31:31.401293"
1409595,250332,161440,"car","Dépanneur",,,,,,40.7173713,-73.9627764,40.6935021,-73.9826156,"2014-10-20 17:38:58.628407","2014-10-20 17:39:45.956756","2014-10-20 17:51:06.091991","2014-10-20 18:18:57.194411"
1344641,371461,91807,"walker","Woorijip","Korean","Nappa Cabbage Kimchi",1,"Side Dishes / Kimchi",,40.7476896614362,-73.9863976093195,40.7348785862927,-74.0069937538472,"2014-10-12 10:27:45.265982","2014-10-12 11:04:20.809182","2014-10-12 11:16:13.785354","2014-10-12 11:27:01.356897"
1365505,352777,66416,"bicycle","sweetgreen","Salad","Salad",1,"Make Your Own","00:04:59.196907",40.7450785894133,-73.9888215065002,40.7640895971184,-73.9748610291069,"2014-10-15 10:48:32.490073","2014-10-15 10:46:09.502278","2014-10-15 11:58:41.105312","2014-10-15 12:13:50.587957"
1297050,78985,152951,"car","Postmates Liquor Store","Shop","Lang & Reed Cab Franc",1,"Other Reds",,40.779598,-73.947388,40.7816270237665,-73.9828912262562,"2014-10-04 22:32:44.32588","2014-10-04 22:38:48.740532","2014-10-04 22:55:39.854015","2014-10-04 23:19:44.943155"
1379363,321492,23359,"bicycle","Chop't","Salad","Palm Beach Salad",1,"Classic Salads","00:07:29.54168",40.722092,-73.996612,40.7461666,-73.988395,"2014-10-17 12:16:32.050602","2014-10-17 12:38:22.453089","2014-10-17 12:54:42.338511","2014-10-17 13:10:29.269945"
1368934,131132,139760,"car","Shake Shack","Burger","Shack Burger",1,"Burgers",,40.7152793278103,-74.0148603916168,40.7611548,-73.9978345,"2014-10-15 19:39:47.093717",,,"2014-10-15 20:21:56.803714"
1467797,163738,60761,"bicycle","Chipotle Mexican Grill $1.99 Delivery","Mexican",,,,,40.7148369945876,-74.011596097649,40.7156475,-74.0098951,"2014-10-27 12:33:14.692419","2014-10-27 12:30:48.959444","2014-10-27 12:56:40.181954","2014-10-27 12:57:46.264002"
1354831,64963,118707,"car","The Meatball Shop","Italian","Ice Cream Sandwich",1,"Desserts","00:19:20.5594",40.7459631080988,-74.001697291846,40.77037,-73.966006,"2014-10-13 13:54:08.264008","2014-10-13 14:18:55.046591","2014-10-13 14:36:13.835864","2014-10-13 15:09:36.391974"
1431692,294992,172686,"bicycle","Mighty Quinn's BBQ","BBQ","Sweet Potato Casserole",1,"Sides",,40.7275189451569,-73.9886713027954,40.7355464,-73.9790128,"2014-10-23 19:12:00.066538","2014-10-23 19:31:39.023487","2014-10-23 19:55:58.894657","2014-10-23 20:12:03.524711"
1387544,336629,161485,"bicycle","Sarabeth's Tribeca","Breakfast","Four Flowers Juice",1,"Fruity Beginnings","00:02:57.717193",40.7181942932951,-74.0105574644046,40.7167197,-74.0122998,"2014-10-18 11:13:50.876413","2014-10-18 11:18:05.030398","2014-10-18 11:31:55.27963","2014-10-18 11:36:14.995046"
1324907,175101,62075,"bicycle","TAO","Japanese","Molten Chocolate Cake",1,"Desserts","00:04:37.220701",40.7628577635985,-73.9716190014841,40.7394247349022,-74.0006884575257,"2014-10-09 18:25:11.081585","2014-10-09 18:24:19.457407","2014-10-09 19:02:09.123525","2014-10-09 19:30:58.393102"
1288346,154013,130599,"bicycle","Whole Foods Market","Grocery Store","Beans Dk Red Kidney No Salt",1,"Canned Beans",,40.7680617093661,-73.9818477630615,40.7746194894695,-73.9908370275331,"2014-10-03 19:27:37.980612","2014-10-03 19:46:38.938846","2014-10-03 20:17:27.912791","2014-10-03 20:25:34.563217"
1356147,140984,151073,"bicycle","AMC Loews Kips Bay 15",,,,,,40.7427619573347,-73.9769232273102,40.7452784,-73.9770541,"2014-10-13 17:44:28.299655","2014-10-13 19:14:20.860999","2014-10-13 19:42:10.314813","2014-10-13 19:48:21.398739"
1293358,337230,156508,"bicycle","Shake Shack","Burger","Original Shake",1,"Shakes",,40.7791260657055,-73.9549048945782,40.7664555995836,-73.9539927941544,"2014-10-04 14:23:50.8211","2014-10-04 14:49:06.003097","2014-10-04 15:23:58.227486","2014-10-04 15:41:02.381989"
1325812,105175,104989,"bicycle","Momofuku Milk Bar","Dessert","3 Packs of Cake Truffles",1,"Cake Truffles",,40.7317954706149,-73.9856725931168,40.728564,-73.9951237,"2014-10-09 20:24:22.1683","2014-10-09 20:37:07.831349","2014-10-09 21:12:31.86823","2014-10-09 21:22:07.695461"
1323348,57174,105427,"bicycle","Tortaria","Mexican","Crispy Eggplant",1,"Tortas","00:14:24.271598",40.7338442029235,-73.993091583252,40.7209562733117,-73.9992813497006,"2014-10-09 13:28:13.381804","2014-10-09 13:44:46.953852","2014-10-09 13:54:34.387174","2014-10-09 14:03:47.363399"
1464116,54308,6873,"car","Sant Ambroeus","Italian",,,,,40.723576,-73.996316,40.7239485,-74.0034475,"2014-10-26 20:49:02.071919","2014-10-26 20:46:36.712149","2014-10-26 21:22:26.158615","2014-10-26 21:28:07.342129"
1416281,121914,58695,"bicycle","Mighty Quinn's BBQ","BBQ","Burnt End Baked Beans",1,"Sides",,40.7275189451569,-73.9886713027954,40.7305539,-73.9930526,"2014-10-21 19:45:45.267976","2014-10-21 19:47:41.850611","2014-10-21 20:08:28.391097","2014-10-21 20:15:12.426477"
1295398,35993,151761,"bicycle","Mira Sushi","Sushi","Crispy Shrimp Roll",1,"Classic House Rolls","00:02:39.971695",40.7418515394843,-73.9924156665802,40.750534,-73.996755,"2014-10-04 19:35:29.466313","2014-10-04 19:45:00.091045","2014-10-04 20:00:18.458671","2014-10-04 20:13:10.007477"
1478802,398489,84093,"bicycle","Five Guys Burgers and Fries","Burger","Regular Fries",1,"Fries",,40.6937035824871,-73.9857745170593,40.7085556,-73.9507414,"2014-10-29 12:05:56.726333","2014-10-29 12:15:00.536744","2014-10-29 12:30:20.720509","2014-10-29 12:49:56.273041"
1415595,351799,44356,"bicycle","Sushi of Gari Tribeca","Japanese","Chirashi",1,"From Sushi Bar","00:05:36.619872",40.7167257647827,-74.0082506455219,40.7101846,-74.0176786,"2014-10-21 18:30:19.111042","2014-10-21 18:50:27.587096","2014-10-21 19:08:46.221181","2014-10-21 19:18:51.042215"
1436763,77544,43196,"bicycle","Bareburger","Burger","Fresh Cut French Fries",1,"Bare Snacks","00:04:01.449244",40.7684887989843,-73.955182186712,40.7590487,-73.9653921,"2014-10-24 14:04:29.507268","2014-10-24 14:08:34.369435","2014-10-24 14:25:21.447888","2014-10-24 14:33:49.745978"
1392890,71164,103194,"bicycle","Serafina Fabulous Pizza","Italian",,,,,40.776083193933,-73.9621715764623,40.77465,-73.945621,"2014-10-18 21:06:28.265748","2014-10-18 21:25:02.668883","2014-10-18 21:34:21.518178","2014-10-18 21:44:28.067184"
1444943,298824,71148,"bicycle","Shake Shack","Burger","Hamburger",1,"Burgers",,40.7152793278103,-74.0148603916168,40.727405,-73.991802,"2014-10-25 11:10:38.827994","2014-10-25 11:21:47.76149","2014-10-25 11:36:36.132504","2014-10-25 12:03:30.374217"
1416391,390490,161392,"bicycle","Blue Ribbon Brooklyn","American","Hamburger Deluxe",1,"Burgers","00:05:40.859823",40.6742509532083,-73.9822941486541,40.6731063,-73.9713236,"2014-10-21 19:57:42.394154","2014-10-21 20:17:22.205199","2014-10-21 20:32:11.696192","2014-10-21 20:43:31.939207"
1317856,65779,9476,"bicycle","The Kati Roll Company","Indian","Unda Aloo Roll",1,"Rolls","00:14:59.595112",40.7527676037548,-73.9849376678467,40.75593980513,-73.9963912787339,"2014-10-08 12:19:53.484336","2014-10-08 12:29:19.02737","2014-10-08 12:43:42.459615","2014-10-08 12:51:49.357055"
1427776,321415,66004,"bicycle","Hale & Hearty","Salad",,,,,40.7542177075547,-73.9838666740101,40.7606331,-73.9994245,"2014-10-23 11:12:07.587076","2014-10-23 11:52:03.504793","2014-10-23 12:12:22.143473","2014-10-23 12:25:11.348581"
1482492,396880,167596,"bicycle","Whole Foods Market","Grocery Store","Pure Almond Milk Vanilla",1,"Non Dairy Milk",,40.723955,-73.991829,40.7262466,-73.9837265,"2014-10-29 20:56:43.872214","2014-10-29 21:03:22.297777","2014-10-29 21:43:52.001876","2014-10-29 21:51:24.32113"
1306214,67487,123581,"bicycle","Blue Ribbon Sushi","Japanese","Sake Ikura",1,"Maki (Special Rolls)","00:11:05.402098",40.7261096570601,-74.0024918632005,40.7110547,-74.0054923,"2014-10-05 23:23:34.47446","2014-10-05 23:59:02.641482","2014-10-06 00:07:53.08868","2014-10-06 00:23:02.239651"
1333192,94152,60761,"bicycle","Empanada Mama (closed)","Mexican","Rice",1,"Sides","00:07:13.529407",40.764217,-73.988321,40.7619501,-73.9583408,"2014-10-10 19:52:53.118685","2014-10-10 20:05:45.865645","2014-10-10 20:36:04.10697","2014-10-10 20:48:39.137962"
1295508,357125,138061,"car","Whole Foods Market","Grocery Store","Ultra Shake Vanilla",1,"Protein Powder",,40.7680617093661,-73.9818477630615,40.7709348,-73.9499952,"2014-10-04 19:49:39.960967","2014-10-04 20:02:35.231255","2014-10-04 20:48:57.810857","2014-10-04 21:02:58.324499"
1456045,275689,99219,"bicycle","Starbucks","Coffee",,,,,40.7190229684959,-74.0023457510316,40.7202117,-74.0021308,"2014-10-26 10:44:50.187085",,,"2014-10-26 11:08:25.571984"
1420339,184325,123844,"bicycle","GNC",,,,,,40.7782923640494,-73.9811176157928,40.7856241778477,-73.9810264393206,"2014-10-22 12:44:22.740301","2014-10-22 12:52:31.592302","2014-10-22 13:03:50.803918","2014-10-22 13:10:07.508704"
1462944,390436,52502,"bicycle","Blue Ribbon Sushi","Japanese","House Salad",1,"Salads","00:05:36.125339",40.7261096570601,-74.0024918632005,40.735294,-74.003609,"2014-10-26 19:45:53.579617","2014-10-26 19:59:58.961758","2014-10-26 20:24:26.482933","2014-10-26 20:35:47.107486"
1482641,396432,104533,"bicycle","Blue Ribbon Sushi","Japanese","Yasai",1,"Mushimono (Steamed Dishes)","00:08:32.418355",40.7261096570601,-74.0024918632005,40.7258617,-74.009661,"2014-10-29 21:05:00.2869",,,"2014-10-29 21:59:01.841825"
1302550,148145,103194,"bicycle","Moti Mahal Delux","Indian",,,,"00:06:36.179682",40.7620943,-73.9604595,40.7974758,-73.971842,"2014-10-05 18:03:32.704274","2014-10-05 18:21:29.736303","2014-10-05 18:32:49.88877","2014-10-05 19:01:17.491881"
1274328,255435,23359,"bicycle","Lure Fishbar","Seafood","Big Eye Tuna",6,"Sushi & Sashimi","00:11:23.081868",40.7246345743703,-73.9984023571014,40.7435682,-73.9724053,"2014-10-01 17:47:16.707187","2014-10-01 17:44:49.255589","2014-10-01 18:21:08.892224","2014-10-01 18:41:16.203243"
1400016,317446,7833,"bicycle","The Meatball Shop","Italian","Classic Beef",1,"Naked Balls","00:07:02.035884",40.7215451247647,-73.9888424267161,40.7315017,-73.9818367,"2014-10-19 16:55:06.463543","2014-10-19 17:11:11.523264","2014-10-19 17:17:59.21282","2014-10-19 17:25:38.181134"
1470836,134058,154545,"bicycle","The Meatball Shop","Italian","Daily Roast Veggies",1,"Green Market","00:05:18.955311",40.7215451247647,-73.9888424267161,40.7280367752917,-74.0017087665144,"2014-10-27 21:32:42.692558","2014-10-27 21:43:03.102598","2014-10-27 21:49:23.473735","2014-10-27 21:57:43.552457"
1293696,87151,104146,"van","sweetgreen","Salad","Organic Lentil + Chickpea Soup",1,"Soup","00:06:29.159216",40.7213231869706,-74.0097320079803,40.723361,-73.999911,"2014-10-04 15:16:59.102657","2014-10-04 15:56:35.498752","2014-10-04 16:02:55.513754","2014-10-04 16:13:27.921684"
1462318,45332,46602,"bicycle","Philippe Chow","Chinese",,,,"00:07:40.750335",40.7640845313547,-73.9704997985297,40.760192,-73.968869,"2014-10-26 19:14:29.29795",,,"2014-10-26 19:45:30.06736"
1388051,195723,116438,"bicycle","Caracas Arepa Bar","South American","Arroz con Caraotas",1,"Sidekicks","00:05:49.95677",40.72681,-73.985329,40.7168165,-74.0056525,"2014-10-18 12:51:33.728936","2014-10-18 13:15:39.035352","2014-10-18 13:24:58.098514","2014-10-18 13:37:15.691641"
1394990,43636,53095,"bicycle","The Meatball Shop","American","Chicken Smash",1,"Smash","00:05:00.546932",40.7361308776446,-74.0006483042297,40.7520764,-74.0010156,"2014-10-19 00:03:31.34558","2014-10-19 00:18:49.717781","2014-10-19 00:24:51.935952","2014-10-19 00:37:48.274874"
1342115,365525,158791,"car","Serafina Fabulous Pizza","Italian","Gnocchi “Di Mamma”",1,"Pasta","00:08:42.582918",40.776083193933,-73.9621715764623,40.7668117,-73.9620469,"2014-10-11 21:29:55.475699","2014-10-11 21:42:59.420545","2014-10-11 21:51:49.255434","2014-10-11 21:58:46.163739"
1318964,36131,153257,"bicycle","Whole Foods Market","Grocery Store","Bread Hearth Challah",1,"Fresh Artisan Breads",,40.723955,-73.991829,40.728606,-73.995143,"2014-10-08 16:16:06.295438","2014-10-08 16:30:47.039993","2014-10-08 17:28:36.900909","2014-10-08 17:38:18.380151"
1475574,99685,138061,"car","RedFarm Broadway","Chinese","Mushroom & Vegetable Spring Rolls",1,"Starters & Salads","00:06:15.431223",40.7821167,-73.9807391,40.7821548,-73.9582185,"2014-10-28 20:00:21.050012","2014-10-28 20:15:19.320539","2014-10-28 20:25:11.459414","2014-10-28 20:41:27.720938"
1386217,70368,138061,"car","Sushi Seki (archived)","Japanese",,,,"00:02:36.860701",40.7618366806348,-73.9604037201156,40.7666878,-73.9686943,"2014-10-18 00:18:15.958655","2014-10-18 00:50:03.897565","2014-10-18 01:01:24.70543","2014-10-18 01:06:04.381052"
1488246,64963,157086,"car","The Palm Too","Steak","Jumbo Shrimp Cocktail",1,"Dinner Appetizers","00:10:24.765929",40.7515746771813,-73.970913043455,40.77037,-73.966006,"2014-10-30 18:00:50.31931","2014-10-30 18:25:24.771542","2014-10-30 18:35:59.384222","2014-10-30 18:55:44.57552"
1394175,376381,140096,"bicycle","Shake Shack","Burger","Shake",1,"Shakes",,40.7152793278103,-74.0148603916168,40.707769,-74.0098748,"2014-10-18 22:46:47.007712","2014-10-18 22:54:10.646832","2014-10-18 23:12:15.406492","2014-10-18 23:19:51.97106"
1423877,370656,28765,"bicycle","Vanessa's Dumplings","Chinese","Chives & Pork Dumplings",1,"Pan Fried",,40.7329359020651,-73.9864435216702,40.7139538,-74.0096019,"2014-10-22 19:57:58.979168","2014-10-22 19:57:49.319974","2014-10-22 20:33:43.632174","2014-10-22 20:58:06.643972"
1360297,231881,128471,"bicycle","Fields Good Chicken","American",,,,,40.7070578909354,-74.0071603483052,40.7119156,-74.0085295,"2014-10-14 11:30:04.262324","2014-10-14 11:43:35.523272","2014-10-14 12:05:08.256158","2014-10-14 12:21:21.50641"
1469188,145823,116881,"bicycle","Boston Market",,"Diet Coke (bottled)",1,"Beverages",,40.745226,-73.998213,40.732827,-73.996405,"2014-10-27 17:13:34.08757",,,"2014-10-27 17:56:57.83632"
1415513,59673,48430,"bicycle","Michaels",,,,,,40.7421959835542,-73.9940016926582,40.727405,-73.991802,"2014-10-21 18:22:07.11739","2014-10-21 18:25:27.597857","2014-10-21 19:00:17.365753","2014-10-21 19:11:24.877882"
1319910,108046,93783,"bicycle","Rubirosa","Italian","Small Vodka",1,"Pizza","00:02:44.735856",40.7227485874196,-73.9960619169187,40.7108333,-74.0055556,"2014-10-08 19:25:08.636392","2014-10-08 19:25:14.341696","2014-10-08 19:44:34.906799","2014-10-08 19:57:25.976443"
1381673,377260,166715,"bicycle","Blue Ribbon Fried Chicken","American","The Blue Ribbon",1,"Sandwiches",,40.72434,-73.99096,40.7236764,-74.0107235,"2014-10-17 17:36:36.655417","2014-10-17 17:39:57.071973","2014-10-17 22:07:54.31459","2014-10-17 23:16:55.184017"
1437534,66393,30743,"bicycle","Cafe Habana","Mexican","Grilled Corn Mexican Style",2,"Side Orders",,40.7228416988277,-73.9941164689654,40.740235,-73.979647,"2014-10-24 15:17:40.196935","2014-10-24 15:21:29.392447","2014-10-24 15:38:58.307533","2014-10-24 15:52:35.362949"
1333146,78939,34667,"bicycle","Nobu Next Door","Sushi","Yellowtail Tartar",1,"Dinner Cold Dishes","00:10:47.369504",40.7193864133494,-74.0086925010449,40.710261,-74.0061052,"2014-10-10 19:48:08.813182",,,"2014-10-10 20:53:37.50316"
1347238,113507,69993,"bicycle","Parm","Italian","String Beans Oreganata",2,"Vegetables","00:10:08.466233",40.723019825,-73.995854,40.7372808,-73.9912342,"2014-10-12 15:50:00.413517","2014-10-12 15:51:22.046163","2014-10-12 16:18:42.202897","2014-10-12 16:26:34.089226"
1320586,87752,146510,"bicycle","Shake Shack","Burger","ShackBurger",2,"Burgers",,40.7791260657055,-73.9549048945782,40.7805901761782,-73.9607977867126,"2014-10-08 20:51:17.781396","2014-10-08 20:54:59.591595","2014-10-08 21:12:21.007599","2014-10-08 21:15:53.933683"
1345834,40724,118659,"walker","Gramercy Wine and Spirits",,,,,,40.74013,-73.985919,40.740328,-73.988157,"2014-10-12 13:42:05.227698",,,"2014-10-12 14:14:54.106941"
1433815,47470,137891,"bicycle","Sugar Factory",,,,,,40.739451209049,-74.0065405976431,40.733975,-73.992395,"2014-10-23 22:28:49.671365","2014-10-23 22:44:20.034002","2014-10-23 23:27:07.889004","2014-10-24 00:52:41.187581"
1450709,317904,35973,"bicycle","Rubirosa","Italian","Mixed Green",1,"Insalata","00:03:34.824614",40.7227485874196,-73.9960619169187,40.733975,-73.992395,"2014-10-25 19:47:27.620007","2014-10-25 19:58:47.440262","2014-10-25 20:15:37.712065","2014-10-25 20:22:16.947518"
1302105,52832,41959,"bicycle","ilili Restaurant","Middle Eastern","Baba Ghannouj",1,"Dips","00:05:01.335998",40.7441879543475,-73.9875309400254,40.7803554,-73.960014,"2014-10-05 17:13:30.39732","2014-10-05 17:14:39.054096","2014-10-05 17:56:29.054898","2014-10-05 18:20:58.489773"
1342763,292184,56776,"bicycle","Duane Reade","Drug Store",,,,,40.770845,-73.95979,40.7707838,-73.96359,"2014-10-11 22:44:06.602333",,,"2014-10-11 23:43:04.097382"
1440713,68834,83117,"bicycle","Sushi of Gari 46","Sushi","Canned Soda",1,"Beverages","00:04:47.690876",40.7606544361989,-73.989582752602,40.734752,-74.000907,"2014-10-24 20:21:58.803201","2014-10-24 20:39:25.9885","2014-10-24 20:59:50.499161","2014-10-24 21:14:37.527685"
1322487,56088,158266,"scooter","buybuyBABY","Kids & Baby",,,,,40.7455245702805,-73.99443784226,40.7277032,-74.0070612,"2014-10-09 09:12:12.342165","2014-10-09 09:09:37.215626","2014-10-09 09:44:27.676224","2014-10-09 09:53:10.438161"
1325325,363783,86938,"car","TAO","Japanese","Chicken Gyoza with Napa Cabbage and Soy Dipping Sauce",1,"Dumplings","00:03:20.769264",40.7628577635985,-73.9716190014841,40.7605599,-73.9990525,"2014-10-09 19:28:14.564923","2014-10-09 19:48:24.201226","2014-10-09 20:03:13.200246","2014-10-09 20:27:25.288143"
1396694,94524,152111,"car","Ess-a-Bagel","Bakery","Egg Whites & Corned Beef",1,"Egg Sandwiches",,40.7562564852874,-73.9704653614126,40.7747567181708,-73.9456769442528,"2014-10-19 11:38:58.660853","2014-10-19 11:58:38.143641","2014-10-19 13:10:29.02645","2014-10-19 13:20:49.277614"
1403462,320446,134198,"bicycle","Aquagrill","Seafood","Boiled New Potatoes",1,"Dinner Side Offerings","00:08:13.462912",40.7256189558122,-74.00389515789,40.7233295,-73.9915018,"2014-10-19 20:31:31.710332","2014-10-19 21:04:49.011389","2014-10-19 21:19:45.799393","2014-10-19 21:30:12.419771"
1342168,95644,119153,"car","Postmates Liquor Store","Shop","Absolut Vodka (750ml)",1,"Vodka",,40.779598,-73.947388,40.725161,-73.989478,"2014-10-11 21:34:45.610813","2014-10-11 22:05:28.126799","2014-10-11 22:11:58.449587","2014-10-11 22:31:43.513245"
